Title,Price,Bedrooms,Bathrooms,Area,Location,Property_Type
"6 Bedrooms Villa For Rent Qurum, Muscat",1200,6.0,6.0,501 Sq. M.,"Qurum, Muscat",Villa
"2 Bedroom Chalet For Rent in Barka, Al Batinah",100,2.0,5.0,450 Sq. M.,"Barka, Al Batinah",Other
"1 Bedroom Apartment For Rent in Muscat Hills, Muscat",550,1.0,2.0,100 Sq. M.,"Muscat Hills, Muscat",Apartment
"4 Bedrooms Villa For Rent in Muscat Hills, Muscat",1450,4.0,3.0,373 Sq. M.,"Muscat Hills, Muscat",Villa
"4 Bedrooms Villa For Rent Madinat As Sultan Qaboos, Muscat",850,4.0,6.0,550 Sq. M.,"Qurum, Muscat",Villa
"5 Bedrooms Villa For Rent Qurum, Muscat",750,5.0,5.0,640 Sq. M.,"Qurum, Muscat",Villa
"3 Bedrooms Apartment For Rent Al Mawaleh, Muscat",400,3.0,3.0,82 Sq. M.,"Al Mawaleh, Muscat",Apartment
"1 Bedroom Apartment For Rent Bosher, Muscat",550,1.0,3.0,105 Sq. M.,"Bosher, Muscat",Apartment
"1 Bedroom Apartment For Rent Ruwi, Muscat",160,1.0,2.0,75 Sq. M.,"Ruwi, Muscat",Apartment
"2 Bedroom Apartment For Rent in The Wave (Almouj), Muscat",950,2.0,2.0,10 Sq. M.,"The Wave (Almouj), Muscat",Apartment
"1 Bedroom Apartment For Rent Bosher, Muscat",270,1.0,2.0,120 Sq. M.,"Al Hail, Muscat",Apartment
3 Bedroom Villa For Rent Madinat As Sultan Qaboos Muscat,555,3.0,4.0,300 Sq. M.,"Qurum, Muscat",Villa
3 Bedrooms Villa For Rent Muscat (The Wave (Almouj)),600,3.0,4.0,224 Sq. M.,"Qurum, Muscat",Villa
"2 Bedrooms Chalet For Rent Suwaiq, Al Batinah",50,2.0,5.0,200 Sq. M.,"Suwaiq, Al Batinah",Other
2 Bedrooms Apartment For Rent Muscat Qurum,370,2.0,3.0,135 Sq. M.,"Qurum, Muscat",Apartment
"2 Bedrooms Apartment For Rent in Qurum, Muscat",370,2.0,3.0,133 Sq. M.,"Qurum, Muscat",Apartment
"2 Bedrooms Apartment For Rent Qurum, Muscat",370,2.0,3.0,136 Sq. M.,"Qurum, Muscat",Apartment
"2 Bedrooms Apartment For Rent Qurum, Muscat",370,2.0,3.0,137 Sq. M.,"Qurum, Muscat",Apartment
"2 Bedrooms Apartment For Rent Qurum, Muscat",370,2.0,3.0,143 Sq. M.,"Qurum, Muscat",Apartment
"2 Bedroom Apartment For Rent in Qurum, Muscat",370,2.0,3.0,144 Sq. M.,"Qurum, Muscat",Apartment
"2 Bedrooms Apartment For Rent Qurum, Muscat",370,2.0,3.0,140 Sq. M.,"Qurum, Muscat",Apartment
"3 Bedrooms Villa For Rent Bosher, Muscat",600,3.0,4.0,400 Sq. M.,"Bosher, Muscat",Villa
"5 Bedrooms Villa For Rent Al Khoud, Muscat",450,5.0,6.0,350 Sq. M.,"Al Khoud, Muscat",Villa
"6 Bedroom Villa For Rent Qurum, Muscat",2300,6.0,8.0,475 Sq. M.,"Qurum, Muscat",Villa
"4 Bedrooms Villa For Rent Muscat Hills, Muscat",1300,4.0,6.0,400 Sq. M.,"Muscat Hills, Muscat",Villa
3 Bedrooms Villa For Rent Madinat As Sultan Qaboos Muscat,775,3.0,5.0,500 Sq. M.,"Qurum, Muscat",Villa
"7 Bedrooms Villa For Rent Qurum, Muscat",800,7.0,8.0,500 Sq. M.,"Qurum, Muscat",Villa
"5 Bedrooms Villa For Rent Madinat As Sultan Qaboos, Muscat",2000,5.0,8.0,550 Sq. M.,"Qurum, Muscat",Villa
"2 Bedroom Apartment For Rent Barr Al Jissah, Muscat",700,2.0,3.0,115 Sq. M.,"Barr Al Jissah, Muscat",Apartment
"2 Bedroom Apartment For Rent Muscat Hills, Muscat",425,2.0,3.0,122 Sq. M.,"Muscat Hills, Muscat",Apartment
"3 Bedroom Apartment For Rent in Madinat As Sultan Qaboos, Muscat",800,3.0,4.0,195 Sq. M.,"Madinat As Sultan Qaboos, Muscat",Apartment
4 Bedroom Villa For Rent in The Wave (Almouj) Muscat,1400,4.0,5.0,300 Sq. M.,The Wave (Almouj) Muscat,Villa
"5 Bedroom Villa For Rent in Bosher, Muscat",1000,5.0,5.0,450 Sq. M.,"Bosher, Muscat",Villa
10 Bedrooms Apartment For Rent Al Khoud Muscat,111,10.0,10.0,30 Sq. M.,"Al Khoud, Muscat",Apartment
"6 Bedroom Villa For Rent Al Amarat, Muscat",500,6.0,8.0,327 Sq. M.,"Al Amarat, Muscat",Villa
"7 Bedroom Villa For Rent in Azaiba, Muscat",1800,7.0,6.0,10 Sq. M.,"Azaiba, Muscat",Villa
"4 Bedrooms Villa For Rent Qurum, Muscat",650,4.0,4.0,10 Sq. M.,"Qurum, Muscat",Villa
2 Bedroom Apartment For Rent in The Wave (Almouj) Muscat,650,2.0,2.0,10 Sq. M.,The Wave (Almouj) Muscat,Apartment
"1 Bedroom Apartment For Rent Muscat Hills, Muscat",470,1.0,2.0,80 Sq. M.,"Muscat Hills, Muscat",Apartment
"1 Bedroom Chalet For Rent Al Mawaleh, Muscat",1500,1.0,1.0,250 Sq. M.,"Al Mawaleh, Muscat",Other
"1 Bedroom Apartment For Rent Mutrah, Muscat",140,1.0,1.0,75 Sq. M.,"Mutrah, Muscat",Apartment
3 Bedrooms Apartment For Rent Al Seeb Muscat,200,3.0,2.0,95 Sq. M.,"Al Seeb, Muscat",Apartment
2 Bedroom Apartment For Rent The Wave (Almouj) Muscat,750,2.0,2.0,10 Sq. M.,"Qurum, Muscat",Apartment
"3 Bedroom Apartment For Rent Al Hail, Muscat",350,3.0,4.0,200 Sq. M.,"Al Hail, Muscat",Apartment
"2 Bedrooms Apartment For Rent Ruwi, Muscat",170,2.0,3.0,100 Sq. M.,"Ruwi, Muscat",Apartment
4 Bedrooms Villa For Rent Sohar,260,4.0,4.0,"1,000 Sq. M.","Sohar, Al Batinah",Villa
"4 Bedrooms Chalet For Rent in Barka, Al Batinah",80,4.0,4.0,"4,500 Sq. M.","Barka, Al Batinah",Other
"2 Bedroom Apartment For Rent Qurum, Muscat",350,2.0,3.0,90 Sq. M.,"Qurum, Muscat",Apartment
3 Bedrooms Apartment For Rent Al Ghubrah Muscat,525,3.0,4.0,200 Sq. M.,"Al Ghubrah, Muscat",Apartment
"2 Bedroom Chalet For Rent in Barka, Al Batinah",60,2.0,5.0,"1,500 Sq. M.","Barka, Al Batinah",Other
"1 Bedroom Apartment For Rent Taqah, Dhofar",58,1.0,2.0,96 Sq. M.,"Taqah, Dhofar",Apartment
"2 Bedroom Apartment For Rent in Salalah, Dhofar",50,2.0,2.0,85 Sq. M.,"Salalah, Dhofar",Apartment
"2 Bedroom Apartment For Rent The Wave (Almouj), Muscat",749,2.0,2.0,135 Sq. M.,"Qurum, Muscat",Apartment
"6 Bedroom Villa For Rent in Al Khuwair, Muscat",650,6.0,5.0,444 Sq. M.,"Al Khuwair, Muscat",Villa
"2 Bedroom Apartment For Rent The Wave (Almouj), Muscat",1200,2.0,3.0,155 Sq. M.,"Qurum, Muscat",Apartment
3 Bedrooms Apartment For Rent The Wave (Almouj) Muscat,1200,3.0,2.0,185 Sq. M.,"Qurum, Muscat",Apartment
"1 Bedroom Apartment For Rent Al Khoud, Muscat",220,1.0,2.0,84 Sq. M.,"Ghala, Muscat",Apartment
"2 Bedroom Apartment For Rent Azaiba, Muscat",310,2.0,2.0,96 Sq. M.,"Azaiba, Muscat",Apartment
"1 Bedroom Apartment For Rent in Al Hail, Muscat",250,1.0,2.0,80 Sq. M.,"Al Hail, Muscat",Apartment
"2 Bedroom Apartment For Rent Ghala, Muscat",500,2.0,3.0,110 Sq. M.,"Ghala, Muscat",Apartment
"2 Bedrooms Apartment For Rent Al Amarat, Muscat",250,2.0,3.0,160 Sq. M.,"Al Amarat, Muscat",Apartment
"5 Bedroom Villa For Rent Madinat As Sultan Qaboos, Muscat",1400,5.0,6.0,300 Sq. M.,"Qurum, Muscat",Villa
"2 Bedrooms Apartment For Rent Al Khuwair, Muscat",270,2.0,3.0,105 Sq. M.,"Al Khuwair, Muscat",Apartment
"2 Bedroom Apartment For Rent Al Ghubrah, Muscat",650,2.0,3.0,109 Sq. M.,"Al Ghubrah, Muscat",Apartment
"3 Bedroom Apartment For Rent in Ruwi, Muscat",400,3.0,3.0,251 Sq. M.,"Ruwi, Muscat",Apartment
2 Bedrooms Apartment For Rent Madinat As Sultan Qaboos Muscat,700,2.0,3.0,109 Sq. M.,"Qurum, Muscat",Apartment
"2 Bedroom Apartment For Rent Bosher, Muscat",500,2.0,2.0,109 Sq. M.,"Bosher, Muscat",Apartment
"1 Bedroom Apartment For Rent in Al Ghubrah, Muscat",500,1.0,2.0,59 Sq. M.,"Al Ghubrah, Muscat",Apartment
2 Bedroom Apartment For Rent in The Wave (Almouj) Muscat,1150,2.0,3.0,109 Sq. M.,The Wave (Almouj) Muscat,Apartment
"2 Bedrooms Apartment For Rent Qantab, Muscat",700,2.0,3.0,109 Sq. M.,"Qantab, Muscat",Apartment
"1 Bedroom Apartment For Rent in The Wave (Almouj), Muscat",450,1.0,2.0,63 Sq. M.,"The Wave (Almouj), Muscat",Apartment
"3 Bedrooms Villa For Rent Bosher, Muscat",700,3.0,4.0,159 Sq. M.,"Bosher, Muscat",Villa
"2 Bedrooms Apartment For Rent Bosher, Muscat",550,2.0,3.0,109 Sq. M.,"Bosher, Muscat",Apartment
"3 Bedrooms Apartment For Rent Qantab, Muscat",1000,3.0,4.0,159 Sq. M.,"Qantab, Muscat",Apartment
"4 Bedroom Villa For Rent in Muscat Hills, Muscat",1350,4.0,5.0,689 Sq. M.,"Muscat Hills, Muscat",Villa
"1 Bedroom Apartment For Rent in The Wave (Almouj), Muscat",550,1.0,1.0,59 Sq. M.,"The Wave (Almouj), Muscat",Apartment
"2 Bedroom Apartment For Rent at The Wave (Almouj), Muscat",1250,2.0,3.0,109 Sq. M.,"Qurum, Muscat",Apartment
"5 Bedrooms Villa For Rent in Al Mawaleh, Muscat",850,5.0,9.0,455 Sq. M.,"Al Mawaleh, Muscat",Villa
"2 Bedroom Apartment For Rent Azaiba, Muscat",350,2.0,3.0,110 Sq. M.,"Al Khuwair, Muscat",Apartment
"2 Bedroom Apartment For Rent Ghala, Muscat",400,2.0,3.0,90 Sq. M.,"Ghala, Muscat",Apartment
"2 Bedroom Apartment For Rent in Al Khuwair, Muscat",220,2.0,2.0,95 Sq. M.,"Al Khuwair, Muscat",Apartment
5 Bedrooms Villa For Rent Al Maabilah Muscat,750,5.0,6.0,385 Sq. M.,"Al Maabilah, Muscat",Villa
"6 Bedrooms Villa For Rent in Madinat As Sultan Qaboos, Muscat",999,6.0,5.0,550 Sq. M.,"Madinat As Sultan Qaboos, Muscat",Villa
"1 Bedroom Apartment For Rent in Qurum, Muscat",275,1.0,1.0,75 Sq. M.,"Qurum, Muscat",Apartment
"3 Bedroom Villa For Rent in Qurum, Muscat",1050,3.0,4.0,350 Sq. M.,"Qurum, Muscat",Villa
"4 Bedroom Villa For Rent in Qurum, Muscat",1200,4.0,5.0,420 Sq. M.,"Qurum, Muscat",Villa
"2 Bedroom Apartment For Rent in The Wave (Almouj), Muscat",700,2.0,3.0,110 Sq. M.,"The Wave (Almouj), Muscat",Apartment
"5 Bedrooms Villa For Rent in Qurum, Muscat",1600,5.0,6.0,450 Sq. M.,"Qurum, Muscat",Villa
6 Bedrooms Villa For Rent Qurum Muscat,1800,6.0,7.0,490 Sq. M.,"Qurum, Muscat",Villa
"5 Bedrooms Villa For Rent Madinat As Sultan Qaboos, Muscat",1699,5.0,6.0,650 Sq. M.,"Qurum, Muscat",Villa
"2 Bedrooms Villa For Rent Al Wadi Al Kabir, Muscat",100,2.0,1.0,"1,100 Sq. M.","Al Wadi Al Kabir, Muscat",Villa
"7 Bedrooms Villa For Rent Al Mawaleh, Muscat",700,7.0,8.0,450 Sq. M.,"Al Mawaleh, Muscat",Villa
3 Bedrooms Villa For Rent Madinat As Sultan Qaboos - Muscat,475,3.0,3.0,159 Sq. M.,"Qurum, Muscat",Villa
"2 Bedrooms Apartment For Rent Al Maabilah, Muscat",260,2.0,2.0,146 Sq. M.,"Al Maabilah, Muscat",Apartment
3 Bedrooms Villa For Rent Madinat As Sultan Qaboos Muscat,950,3.0,5.0,300 Sq. M.,"Qurum, Muscat",Villa
2 Bedroom Apartment For Rent Al Khuwair Muscat,270,2.0,2.0,101 Sq. M.,"Al Khuwair, Muscat",Apartment
"3 Bedroom Villa For Rent Bosher, Muscat",850,3.0,4.0,300 Sq. M.,"Bosher, Muscat",Villa
"6 Bedroom Villa For Rent in Qurum, Muscat",650,6.0,7.0,300 Sq. M.,"Qurum, Muscat",Villa
"1 Bedroom Apartment for Rent in Muscat Hills, Muscat",350,1.0,4.0,191 Sq. M.,"Al Hail, Muscat",Apartment
"3 Bedroom Villa For Rent in Bosher, Muscat",700,3.0,4.0,300 Sq. M.,"Bosher, Muscat",Villa
"6 Bedroom Villa For Rent in Al Seeb, Muscat",600,6.0,8.0,780 Sq. M.,"Bosher, Muscat",Villa
"2 Bedroom Villa For Rent in Al Mawaleh, Muscat",315,2.0,3.0,300 Sq. M.,"Al Mawaleh, Muscat",Villa
للايجار شقق ديلوكس,200,2.0,2.0,100 Sq. M.,"Barka, Al Batinah",Other
4 BHK villa for rent behind kfc alkhoud,500,4.0,6.0,300 Sq. M.,"Al Khoud, Muscat",Other
"4 Bedrooms Villa For Rent Qurum, Muscat",1199,4.0,5.0,545 Sq. M.,"Qurum, Muscat",Villa
"4 Bedroom Villa For Rent in Muscat Hills, Muscat",1099,4.0,5.0,350 Sq. M.,"Muscat Hills, Muscat",Villa
"3 Bedrooms Chalet For Rent Al Masn'a, Al Batinah",60,3.0,4.0,600 Sq. M.,"Al Masn'a, Al Batinah",Other
"3 Bedroom Villa For Rent in Al Mawaleh, Muscat",750,3.0,4.0,720 Sq. M.,"Al Mawaleh, Muscat",Villa
"2 Bedroom Chalet For Rent in Saham, Al Batinah",50,2.0,3.0,600 Sq. M.,"Saham, Al Batinah",Other
"6 Bedroom Villa For Rent in Qurum, Muscat",1250,6.0,7.0,499 Sq. M.,"Qurum, Muscat",Villa
"3 Bedrooms Villa For Rent Qurum, Muscat",1200,3.0,5.0,300 Sq. M.,"Qurum, Muscat",Villa
"5 Bedroom Villa For Rent in Qurum, Muscat",850,5.0,6.0,200 Sq. M.,"Qurum, Muscat",Villa
"2 Bedroom Apartment For Rent Qurum, Muscat",180,2.0,2.0,110 Sq. M.,"Qurum, Muscat",Apartment
2 Bedrooms Apartment For Rent Al Wadi Al Kabir Muscat,220,2.0,3.0,170 Sq. M.,"Al Wadi Al Kabir, Muscat",Apartment
"1 Bedroom Apartment For Rent in Al Khuwair, Muscat",180,1.0,3.0,100 Sq. M.,"Al Khuwair, Muscat",Apartment
"3 Bedrooms Apartment For Rent Qurum, Muscat",270,3.0,3.0,150 Sq. M.,"Qurum, Muscat",Apartment
2 Bedrooms Apartment For Rent Al Mawaleh Muscat,170,2.0,2.0,100 Sq. M.,"Al Mawaleh, Muscat",Apartment
3 Bedroom Apartment For Rent Muscat (The Wave (Almouj)),700,3.0,1.0,123 Sq. M.,"Qurum, Muscat",Apartment
"1 Bedroom Apartment For Rent Al Wadi Al Kabir, Muscat",120,1.0,2.0,110 Sq. M.,"Al Wadi Al Kabir, Muscat",Apartment
"Residential Land For Rent Al Wadi Al Kabir, Muscat",700,,,"10,000 Sq. M.","Al Wadi Al Kabir, Muscat",Other
"2 Bedroom Apartment For Rent in The Wave (Almouj), Muscat",1249,2.0,3.0,145 Sq. M.,"The Wave (Almouj), Muscat",Apartment
"6 Bedrooms Villa For Rent in Madinat As Sultan Qaboos, Muscat",1399,6.0,8.0,508 Sq. M.,"Madinat As Sultan Qaboos, Muscat",Villa
"5 Bedrooms Villa For Rent Madinat As Sultan Qaboos, Muscat",1499,5.0,6.0,849 Sq. M.,"Qurum, Muscat",Villa
"9 Bedroom Villa For Rent in Madinat As Sultan Qaboos, Muscat",2499,9.0,12.0,600 Sq. M.,"Madinat As Sultan Qaboos, Muscat",Villa
3 Bedrooms Apartment For Rent Muscat (The Wave (Almouj)),799,3.0,2.0,120 Sq. M.,"Qurum, Muscat",Apartment
"3 Bedroom Apartment For Rent in Ruwi, Muscat",500,3.0,3.0,200 Sq. M.,"Ruwi, Muscat",Apartment
"2 Bedrooms Apartment For Rent Al Ghubrah, Muscat",1500,2.0,3.0,111 Sq. M.,"Al Ghubrah, Muscat",Apartment
2 Bedrooms Apartment For Rent Muscat (The Wave (Almouj)),1150,2.0,3.0,109 Sq. M.,"Qurum, Muscat",Apartment
"4 Bedroom Villa For Rent in Qurum, Muscat",600,4.0,5.0,300 Sq. M.,"Qurum, Muscat",Villa
"5 Bedrooms Villa For Rent in Madinat As Sultan Qaboos, Muscat",1400,5.0,6.0,420 Sq. M.,"Madinat As Sultan Qaboos, Muscat",Villa
"5 Bedrooms Villa For Rent in Qurum, Muscat",1800,5.0,5.0,500 Sq. M.,"Qurum, Muscat",Villa
"6 Bedroom Villa For Rent in Qurum, Muscat",650,6.0,7.0,300 Sq. M.,"Qurum, Muscat",Villa
"5 Bedrooms Villa For Rent Madinat As Sultan Qaboos, Muscat",950,5.0,6.0,300 Sq. M.,"Qurum, Muscat",Villa
5 Bedrooms Villa For Rent Madinat As Sultan Qaboos Muscat,650,5.0,6.0,300 Sq. M.,"Qurum, Muscat",Villa
"2 Bedrooms Apartment For Rent Muscat Hills, Muscat",600,2.0,2.0,120 Sq. M.,"Muscat Hills, Muscat",Apartment
"2 Bedroom Apartment For Rent Muscat Hills, Muscat",675,2.0,3.0,180 Sq. M.,"Muscat Hills, Muscat",Apartment
"4 Bedrooms Villa For Rent Madinat As Sultan Qaboos, Muscat",650,4.0,6.0,300 Sq. M.,"Qurum, Muscat",Villa
4 Bedrooms Villa For Rent Qurum Muscat,1000,4.0,5.0,235 Sq. M.,"Qurum, Muscat",Villa
"4 Bedroom Villa For Rent Qurum, Muscat",1199,4.0,5.0,300 Sq. M.,"Qurum, Muscat",Villa
4 Bedroom Apartment For Rent in The Wave (Almouj) Muscat,1199,4.0,4.0,165 Sq. M.,The Wave (Almouj) Muscat,Apartment
2 Bedrooms Apartment For Rent Muscat (The Wave (Almouj)),1299,2.0,2.0,115 Sq. M.,"Qurum, Muscat",Apartment
"4 Bedroom Apartment For Rent The Wave (Almouj), Muscat",1199,4.0,4.0,135 Sq. M.,"Qurum, Muscat",Apartment
"3 Bedrooms Apartment For Rent Al Amarat, Muscat",130,3.0,3.0,131 Sq. M.,"Al Amarat, Muscat",Apartment
"4 Bedrooms Villa For Rent in Qurum, Muscat",1200,4.0,5.0,300 Sq. M.,"Qurum, Muscat",Villa
2 Bedrooms Apartment For Rent Muscat (The Wave (Almouj)),700,2.0,2.0,120 Sq. M.,"Qurum, Muscat",Apartment
"6 Bedrooms Villa For Rent in Madinat As Sultan Qaboos, Muscat",1700,6.0,7.0,500 Sq. M.,"Madinat As Sultan Qaboos, Muscat",Villa
"5 Bedrooms Villa For Rent Madinat As Sultan Qaboos, Muscat",650,5.0,5.0,300 Sq. M.,"Qurum, Muscat",Villa
2 Bedrooms Apartment For Rent Madinat As Sultan Qaboos Muscat,700,2.0,2.0,120 Sq. M.,"Qurum, Muscat",Apartment
1 Bedroom Apartment For Rent Muscat - The Wave (Almouj),500,1.0,1.0,90 Sq. M.,"Qurum, Muscat",Apartment
"5 Bedroom Villa For Rent Azaiba, Muscat",1250,5.0,6.0,10 Sq. M.,"Azaiba, Muscat",Villa
"6 Bedroom Villa For Rent in Salalah, Dhofar",90,6.0,5.0,300 Sq. M.,"Salalah, Dhofar",Villa
"2 Bedroom Chalet For Rent in Barka, Al Batinah",60,2.0,6.0,"1,200 Sq. M.","Barka, Al Batinah",Other
"6 Bedrooms Villa For Rent in Qurum, Muscat",650,6.0,7.0,300 Sq. M.,"Qurum, Muscat",Villa
"5 Bedroom Villa For Rent in Madinat As Sultan Qaboos, Muscat",900,5.0,6.0,500 Sq. M.,"Madinat As Sultan Qaboos, Muscat",Villa
"2 Bedroom Apartment For Rent Bosher, Muscat",600,2.0,3.0,159 Sq. M.,"Bosher, Muscat",Apartment
"4 Bedrooms Villa For Rent Al Hail, Muscat",850,4.0,5.0,380 Sq. M.,"Al Hail, Muscat",Villa
"3 Bedroom Villa For Rent in Bosher, Muscat",650,3.0,4.0,350 Sq. M.,"Bosher, Muscat",Villa
"3 Bedrooms Villa For Rent Al Seeb, Muscat",550,3.0,4.0,280 Sq. M.,"Al Seeb, Muscat",Villa
"7 Bedrooms Villa For Rent Al Mawaleh, Muscat",1111,7.0,7.0,400 Sq. M.,"Al Mawaleh, Muscat",Villa
"5 Bedroom Villa For Rent in Madinat As Sultan Qaboos, Muscat",850,5.0,6.0,300 Sq. M.,"Madinat As Sultan Qaboos, Muscat",Villa
"3 Bedrooms Villa For Rent Al Hail, Muscat",900,3.0,3.0,700 Sq. M.,"Al Hail, Muscat",Villa
"3 Bedrooms Apartment For Rent in Madinat As Sultan Qaboos, Muscat",850,3.0,3.0,142 Sq. M.,"Madinat As Sultan Qaboos, Muscat",Apartment
2 Bedroom Apartment For Rent Madinat As Sultan Qaboos Muscat,650,2.0,3.0,119 Sq. M.,"Qurum, Muscat",Apartment
"2 Bedroom Apartment For Rent Al Ghubrah, Muscat",550,2.0,3.0,89 Sq. M.,"Al Ghubrah, Muscat",Apartment
"3 Bedrooms Villa For Rent Al Khoud, Muscat",675,3.0,4.0,259 Sq. M.,"Al Khoud, Muscat",Villa
5 Bedrooms Villa For Rent Muscat - Madinat As Sultan Qaboos,1700,5.0,7.0,467 Sq. M.,"Qurum, Muscat",Villa
"2 Bedroom Apartment For Rent The Wave (Almouj), Muscat",1250,2.0,2.0,109 Sq. M.,"Qurum, Muscat",Apartment
"1 Bedroom Apartment For Rent in The Wave (Almouj), Muscat",650,1.0,2.0,59 Sq. M.,"The Wave (Almouj), Muscat",Apartment
"2 Bedrooms Chalet For Rent Al Maabilah, Muscat",200,2.0,7.0,200 Sq. M.,"Al Maabilah, Muscat",Other
"4 Bedrooms Villa For Rent Qurum, Muscat",1000,4.0,6.0,400 Sq. M.,"Qurum, Muscat",Villa
"6 Bedroom Villa For Rent in Madinat As Sultan Qaboos, Muscat",1300,6.0,7.0,450 Sq. M.,"Madinat As Sultan Qaboos, Muscat",Villa
"2 Bedroom Apartment For Rent Muscat Hills, Muscat",525,2.0,3.0,130 Sq. M.,"Muscat Hills, Muscat",Apartment
8 Bedroom Villa For Rent Muscat - Madinat As Sultan Qaboos,2500,8.0,12.0,500 Sq. M.,"Qurum, Muscat",Villa
"5 Bedroom Villa For Rent in Madinat As Sultan Qaboos, Muscat",1400,5.0,6.0,300 Sq. M.,"Madinat As Sultan Qaboos, Muscat",Villa
"2 Bedroom Apartment For Rent Qurum, Muscat",310,2.0,3.0,130 Sq. M.,"Qurum, Muscat",Apartment
"3 Bedrooms Apartment For Rent Madinat As Sultan Qaboos, Muscat",800,3.0,2.0,125 Sq. M.,"Qurum, Muscat",Apartment
"5 Bedrooms Villa For Rent Al Hail, Muscat",550,5.0,6.0,325 Sq. M.,"Al Hail, Muscat",Villa
"3 Bedrooms Villa For Rent Bosher, Muscat",850,3.0,4.0,300 Sq. M.,"Bosher, Muscat",Villa
2 Bedroom Apartment For Rent Muscat (The Wave (Almouj)),650,2.0,2.0,110 Sq. M.,"Qurum, Muscat",Apartment
"2 Bedrooms Apartment For Rent Bidbid, Al Dakhiliya",120,2.0,1.0,100 Sq. M.,"Bidbid, Al Dakhiliya",Apartment
"4 Bedrooms Villa For Rent Sohar, Al Batinah",350,4.0,4.0,300 Sq. M.,"Sohar, Al Batinah",Villa
"2 Bedrooms Apartment For Rent Al Rustaq, Al Batinah",100,2.0,2.0,100 Sq. M.,"Al Rustaq, Al Batinah",Apartment
"3 Bedrooms Apartment For Rent Madinat As Sultan Qaboos, Muscat",800,3.0,3.0,195 Sq. M.,"Qurum, Muscat",Apartment
"3 Bedrooms Villa For Rent in Qurum, Muscat",725,3.0,4.0,275 Sq. M.,"Qurum, Muscat",Villa
"3 Bedrooms Apartment For Rent Al Amarat, Muscat",130,3.0,3.0,131 Sq. M.,"Al Amarat, Muscat",Apartment
2 Bedrooms Apartment For Rent The Wave (Almouj) Muscat,1200,2.0,3.0,165 Sq. M.,"Qurum, Muscat",Apartment
"6 Bedroom Villa For Rent in Madinat As Sultan Qaboos, Muscat",1799,6.0,8.0,426 Sq. M.,"Madinat As Sultan Qaboos, Muscat",Villa
3 Bedroom Apartment For Rent in The Wave (Almouj) Muscat,799,3.0,2.0,165 Sq. M.,The Wave (Almouj) Muscat,Apartment
2 Bedroom Apartment For Rent Muscat (The Wave (Almouj)),1199,2.0,2.0,135 Sq. M.,"Qurum, Muscat",Apartment
"3 Bedrooms Villa For Rent The Wave (Almouj), Muscat",600,3.0,2.0,128 Sq. M.,"Qurum, Muscat",Villa
"3 Bedroom Apartment For Rent in Qurum, Muscat",280,3.0,3.0,125 Sq. M.,"Qurum, Muscat",Apartment
"1 Bedroom Apartment For Rent Bosher, Muscat",450,1.0,3.0,120 Sq. M.,"Al Ghubrah, Muscat",Apartment
"5 Bedrooms Villa For Rent Barr Al Jissah, Muscat",1750,5.0,6.0,595 Sq. M.,"Barr Al Jissah, Muscat",Villa
1 Bedroom Apartment For Rent Muscat (The Wave - Almouj),500,1.0,2.0,63 Sq. M.,"Qurum, Muscat",Apartment
"2 Bedrooms Apartment For Rent Bosher, Muscat",250,2.0,2.0,100 Sq. M.,"Bosher, Muscat",Apartment
5 Bedrooms Villa For Rent Madinat As Sultan Qaboos Muscat,1199,5.0,6.0,450 Sq. M.,"Qurum, Muscat",Villa
"2 Bedrooms Apartment For Rent Azaiba, Muscat",230,2.0,2.0,100 Sq. M.,"Azaiba, Muscat",Apartment
3 Bedrooms Apartment For Rent Al Amarat Muscat,180,3.0,3.0,120 Sq. M.,"Al Amarat, Muscat",Apartment
1 Bedroom Apartment For Rent Salalah - Dhofar,50,1.0,1.0,80 Sq. M.,"Salalah, Dhofar",Apartment
"1 Bedroom Apartment For Rent in Salalah, Dhofar",50,1.0,1.0,70 Sq. M.,"Salalah, Dhofar",Apartment
"2 Bedrooms Apartment For Rent Al Hail, Muscat",180,2.0,3.0,100 Sq. M.,"Al Hail, Muscat",Apartment
2 Bedrooms Apartment For Rent Muscat (The Wave (Almouj)),1199,2.0,3.0,120 Sq. M.,"Qurum, Muscat",Apartment
2 Bedrooms Apartment For Rent Al Khuwair Muscat,500,2.0,3.0,125 Sq. M.,"Al Khuwair, Muscat",Apartment
"1 Bedroom Apartment For Rent Sur, Al Sharqiya",100,1.0,1.0,24 Sq. M.,"Sur, Al Sharqiya",Apartment
"5 Bedrooms Villa For Rent Barka, Al Batinah",350,5.0,5.0,276 Sq. M.,"Barka, Al Batinah",Villa
"2 Bedrooms Apartment For Rent Al Hail, Muscat",180,2.0,3.0,100 Sq. M.,"Al Hail, Muscat",Apartment
2 Bedrooms Apartment For Rent Muscat (The Wave (Almouj)),1199,2.0,3.0,120 Sq. M.,"Qurum, Muscat",Apartment
2 Bedrooms Apartment For Rent Al Khuwair Muscat,500,2.0,3.0,125 Sq. M.,"Al Khuwair, Muscat",Apartment
"1 Bedroom Apartment For Rent Sur, Al Sharqiya",100,1.0,1.0,24 Sq. M.,"Sur, Al Sharqiya",Apartment
"5 Bedrooms Villa For Rent Barka, Al Batinah",350,5.0,5.0,276 Sq. M.,"Barka, Al Batinah",Villa
